Name,CountryOrg,Country OperatorOwner,OperatorOwner,Users,Purpose,Purpose2,Orbit,TypeOrbit,LongitudeOfGEO,Perigeekm,Apogeekm,Eccentricity,Inclinationdegrees,Periodminutes,LaunchMasskg,DryMasskg,Powerwatts,LaunchDate,ExpectedLifetime,Contractor,CountryContractor,LaunchSite,LaunchVehicle,COSPARNumber,NORADNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anik F3,Canada,Canada,Telesat Canada Ltd. (BCE  Inc.),Commercial,Communications,,GEO,,-118.69,"35,778","35,794",1.90E-04,0.01,1436.1,"4,715",,"17,500",1/24/3247,15 yrs.,EADS Astrium,FranceUKGermanySpain,Baikonur Cosmodrome,Proton M,2007-009A,31102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anik G1,NR,Canada,Telesat Canada Ltd. (BCE  Inc.),Commercial,Communications,,GEO,,-107.30,"35,773","35,799",3.08E-04,0.01,1436.08,"4,905",,"17,500",,15 yrs.,Space SystemsLoral,USA,Baikonur Cosmodrome,Proton M,2013-014A,39127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AntelSat,NR,Uruguay,Facultad de Ingeniería de la Universidad de la República (FING)  ANTEL,Civil,Technology Development,,LEO,Sun-Synchronous,0,612,696,5.98E-03,97.96,96.99,2,,,###############################################################################################################################################################################################################################################################,,Facultad de Ingeniería de la Universidad de la República (FING)  ANTEL,Uruguay,Dombarovsky Air Base,Dnepr,2014-033AA,40034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AprizeSat 1 (LatinSat-C),USA,Argentina,Aprize Satellites Argentina,Commercial,CommunicationsTechnology Development,,LEO,Sun-Synchronous,0,696,764,4.79E-03,98,99.4,12,12,,###############################################################################################################################################################################################################################################################,,Aprize Satellite ,Argentina,Baikonur Cosmodrome,Dnepr 1,2004-025G,28372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AprizeSat 10 (exactView-13),NR,USAArgentina,Aprize Satellite,Commercial,CommunicationsMaritime Tracking,Automatic Identification System (AIS),LEO,Sun-Synchronous,0,613,733,8.52E-03,97.9,98,12,12,,###############################################################################################################################################################################################################################################################,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2014-033K,40019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AprizeSat 2 (LatinSat-D),USA,Argentina,Aprize Satellites Argentina,Commercial,CommunicationsTechnology Development,,LEO,Sun-Synchronous,0,694,850,1.09E-02,98.2,100.3,12,12,,###############################################################################################################################################################################################################################################################,,Aprize Satellite ,Argentina,Baikonur Cosmodrome,Dnepr 1,2004-025A,28366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AprizeSat 3 ,USA,USAArgentina,Aprize Satellite,Commercial,CommunicationsMaritime Tracking,Automatic Identification System (AIS),LEO,Sun-Synchronous,0,559,662,7.38E-03,98.18,97,12,12,,###############################################################################################################################################################################################################################################################,,SpaceQuest,USA,Baikonur Cosmodrome,Dnepr,2009-041F,35686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AprizeSat 4 ,USA,USAArgentina,Aprize Satellite,Commercial,CommunicationsMaritime Tracking,Automatic Identification System (AIS),LEO,Sun-Synchronous,0,604,674,4.99E-03,98.1,97.5,12,12,,###############################################################################################################################################################################################################################################################,,SpaceQuest,USA,Baikonur Cosmodrome,Dnepr,2009-041D,35684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AprizeSat 5,USA,Canada,AprizeSat,Commercial,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,0,610,694,5.98E-03,98.2,97.8,12,12,,###############################################################################################################################################################################################################################################################,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr 1,2011-044E,37792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AprizeSat 7,USA,Canada,AprizeSat,Commercial,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,0,594,653,4.22E-03,97.8,97.17,12,12,,###############################################################################################################################################################################################################################################################,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2013-066A,39416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AprizeSat 8 (exactView-12),NR,USAArgentina,Aprize Satellite,Commercial,CommunicationsMaritime Tracking,Automatic Identification System (AIS),LEO,Sun-Synchronous,0,594,669,5.36E-03,97.8,97.99,12,12,,###############################################################################################################################################################################################################################################################,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2013-066K,39425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AprizeSat 9 (exactView-11),NR,Canada,exactEarth,Commercial,CommunicationsMaritime Tracking,Automatic Identification System (AIS),LEO,Sun-Synchronous,0,613,715,7.25E-03,97.9,98,12,12,,###############################################################################################################################################################################################################################################################,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2014-033J,40018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apstar 1A,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,,GEO,,51.47,"35,779","35,790",1.30E-04,5.89,1436.03,"1,383",726,,2/19/3904,,Hughes,USA,Xichang Satellite Launch Center,Long March 3,1996-039A,23943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apstar 6,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,,GEO,,134.04,"35,778","35,794",1.90E-04,0.01,1436.08,"4,680",,,,,Alcatel Space Industries,France,Xichang Satellite Launch Center,Long March 3B,2005-012A,28638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apstar 7,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,,GEO,,76.50,"35,864","35,874",1.18E-04,0.03,1440.31,"5,054",,,,15 yrs.,Thales Alenia Space,FranceItaly,Xichang Satellite Launch Center,Long March 3B,2012-013A,38107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apstar 9,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,,GEO,,142.00,"35,782","35,788",7.12E-05,0.12,1436.01,"5,200",,"10,500",,15 yrs.,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B,2015-059A,40982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apstar 9A (Chinastar-1  ChinaSat-10  Zhongwei 1  Chinasat 5A),China,China,APT Satellite Holdings Ltd.,Commercial,Communications,,GEO,,87.68,"35,778","35,795",2.02E-04,0.02,1436.12,"3,000","1,418",6 797 (EOL),,15 yrs.,Lockheed Martin,USA,Xichang Satellite Launch Center,Long March 3B,1998-033A,25354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabsat 5C,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,19.99,"35,766","35,805",4.63E-04,0.06,1436.06,"4,630",,,,15 yrs.,AstriumThales Alenia Space,France,Guiana Space Center,Arinae 5 ECA,2011-049B,37810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabsat 7F (Nimiq 1) ,Canada,Multinational,Arab Satellite Communications Org. (ASCO),Commercial,Communications,,GEO,,44.50,"35,778","35,794",1.90E-04,0.01,1436.09,"3,600","1,700","8,600",,12 yrs.,Lockheed MartinSpar Aerospace,USACanada,Baikonur Cosmodrome,Proton D,1999-027A,25740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARC-1 (Alaska Research Satellite-1),NR,USA,University of Alaska-Fairbanks,Civil,Technology Development,,LEO,Non-Polar Inclined,0,497,801,2.17E-02,64.78,97.71,1,,,6/14/4862,,University of Alaska-Fairbanks,USA,Cape Canaveral,Atlas 5,2015-058F,40969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArSat 1,Argentina,Argentina,ArSat,Commercial,Communications,,GEO,,-71.80,"35,778","35,795",2.02E-04,0.01,1436.07,"3,000",,,,15 yrs.,INVAP S.E.,Argentina,Guiana Space Center,Ariane 5 ECA,2014-062B,40272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArSat 2,Argentina,Argentina,ArSat,Commercial,Communications,,GEO,,-81.00,"35,786","35,801",1.78E-04,0.01,1436.06,"2,977",,"4,600",,15 yrs.,INVAP S.E.,Argentina,Guiana Space Center,Ariane 5 ECA,2015-054B,40941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemis (Advanced Data Relay and Technology Mission Satellite) ,ESA,ESA,European Space Agency,CommercialGovernment,CommunicationsTechnology Development,,GEO,,21.36,"35,771","35,803",3.80E-04,7.03,1436.12,"3,105","1,500","4,600",,10 yrs.,Alenia Spazio,Italy,Guiana Space Center,Ariane 5G,2001-029A,26863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AsiaSat-3S (Asiasat 3SA),China,China,Asia Satellite Telecommunications Co. Ltd. ,Commercial,Communications,,GEO,,105.55,"35,780","35,792",1.42E-04,0.02,1436.07,"3,480","2,500","10,000",,15 yrs.,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Proton K,1999-013A,25657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AsiaSat-4 ,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,122.24,"35,784","35,789",5.93E-05,0,1436.1,"4,137","2,275","9,500",,15 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 3B,2003-014A,27718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AsiaSat-5,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,100.50,"35,778","35,795",2.02E-04,0,1436.11,"3,760",,,,15 yrs.,Space SystemsLoral,USA,Baikonur Cosmodrome,Breeze M,2009-042A,35696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AsiaSat-6 (Thaicom-7),China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,120.00,"35,783","35,793",1.19E-04,0.07,1436.17,"3,700",,,4/12/4561,15 yrs.,Space SystemsLoral,USA,Cape Canaveral,Falcon 9,2014-052A,40141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AsiaSat-7,China,China,Asia Satellite Telecommunications Co. Ltd. ,Commercial,Communications,,GEO,,105.50,"35,782","35,793",1.30E-04,0.02,1436.17,"3,813",,,,15 yrs.,Space SystemsLoral,USA,Baikonur Cosmodrome,Proton M,2011-069A,37933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AsiaSat-8,China,China,Asia Satellite Telecommunications Co. Ltd. ,Commercial,Communications,,GEO,,105.50,"35,781","35,793",1.42E-04,0.07,1436.1,"4,500",,"8,500",9/24/4232,15 yrs.,Space SystemsLoral,USA,Cape Canaveral,Falcon 9,2014-046A,40107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AsiaStar ,USA,USA,1Worldspace,Commercial,Communications,,GEO,,104.97,"35,773","35,801",3.32E-04,0.02,1436.15,"2,775","1,530","5,600",,15 yrs.,Alcatel Space Industries,France,Guiana Space Center,Ariane 5G,2000-016A,26107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASNARO 1 (Advanced Satellite with New system Architecture for Observation),Japan,Japan,Ministry of Economy  Trade and Industry,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,506,507,7.27E-05,97.48,94.75,500,,,6/25/5081,3 yrs.,NEC,Japan,Dombarovsky Air Base,Dnepr,2014-070A,40298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 1D ,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,-67.60,"35,776","35,795",2.25E-04,1.15,1436.08,"2,924","1,700","3,300",7/13/4944,15 yrs.,Hughes,USA,Guiana Space Center,Ariane 42P,1994-070A,23331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 1F ,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,19.22,"35,778","35,797",2.25E-04,0.03,1436.15,"3,010","1,800","4,400",,15 yrs.,Hughes,USA,Baikonur Cosmodrome,Proton K,1996-021A,23842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 1G ,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,19.24,"35,780","35,791",1.30E-04,0.04,1436.08,"3,379",3 010 (BOL),"6,600",9/16/5245,15 yrs.,Hughes,USA,Baikonur Cosmodrome,Proton K,1997-076A,25071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 1H ,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,-67.60,"35,776","35,794",2.13E-04,0.06,1436.04,"3,690","2,300","6,600",,15 yrs.,Hughes,USA,Baikonur Cosmodrome,Proton D,1999-033A,25785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 1KR,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,19.16,"35,766","35,807",4.86E-04,0.08,1436.1,"4,332",,"12,000",,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas 5,2006-012A,29055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 1L,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,19.30,"35,772","35,798",3.08E-04,0.05,1436.03,"4,500",,"13,000",12/17/3383,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,2007-016A,31306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 1M,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,19.20,"35,804","35,852",5.69E-04,0.14,1438.2,"5,345",,"9,900",2/1/5054,15 yrs.,EADS Astrium,France,Baikonur Cosmodrome,Proton M,2008-057A,33436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 1N,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,28.20,"35,715","35,780",7.72E-04,0.12,1434.1,"5,350",,,2/7/4260,15 yrs.,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2011-041A,37775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 2A ,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,28.16,"35,776","35,797",2.49E-04,0.08,1436.12,"3,635",2 500 (BOL),"7,000",,15 yrs.,Hughes,USA,Baikonur Cosmodrome,Proton K,1998-050A,25462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 2B ,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,31.33,"35,772","35,801",3.44E-04,0.07,1436.11,"3,315","1,400","7,800",,14yrs.,Astrium,FranceUKGermany,Guiana Space Center,Ariane 5G,2000-054A,26494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 2C ,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,28.21,"35,768","35,804",4.27E-04,0.07,1436.12,"3,643","2,000","7,000",,15 yrs.,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Proton K,2001-025A,26853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 2D,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,28.14,"35,770","35,802",3.80E-04,0.07,1436.1,"1,420",700,"1,500",,15 yrs.,Hughes,USA,Guiana Space Center,Ariane 5G,2000-081A,26638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 2E,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,28.20,"35,781","35,793",1.42E-04,0.11,1436.12,"6,052",,"13,000",,15 yrs.,EADS Astrium,France,Baikonur Cosmodrome,Proton M,2013-056A,39285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 2F,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,28.20,"35,777","35,795",2.13E-04,0.06,1436.07,"6,000","2,660",,,15 yrs.,EADS Astrium,FranceUKGermany,Guiana Space Center,Ariane 5 ECA,2012-051A,38778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 2G,NR (1216),Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,28.20,"35,785","35,789",4.74E-05,0.09,1436.11,"6,000",,"13,000",,15 yrs.,Airbus Defense and Space,GermanyFrance,Baikonur Cosmodrome,Proton-M,2014-089A,40364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 3A ,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,23.48,"35,770","35,804",4.03E-04,0.06,1436.07,"1,500",750,"1,500",,10 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L,2002-015B,27400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 3B,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,23.50,"35,768","35,806",4.51E-04,0.08,1436.11,"5,471",,"10,000",,15 yrs.,EADS Astrium,FranceUKGermanySpain,Guiana Space Center,Ariane 5 ECA,2010-021A,36581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 5B,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,31.55,"35,787","35,793",7.12E-05,0.05,1436.26,"5,724",,,,15 yrs.,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2014-011B,39617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astrosat,NR,India,Telemetry Tracking and Command Network (ISTRAC) Centre,Government,Space Science,,LEO,Equatorial,0,632,649,1.21E-03,5.99,97.54,230,,,###############################################################################################################################################################################################################################################################,5 yrs.,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV C-30,2015-052A,40930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athena-Fidus  (Access on THeatres for European Nations Allied forces - French Italian Dual Use Satellite),France,FranceItaly,Centre National d'Etudes Spatiales (CNES)Agenzia Spaziale Italiana (ASI),GovernmentMilitary,Communications,,GEO,,25.00,"35,784","35,788",4.74E-05,0.05,1436.06,"3,080",,,5/14/2617,15 yrs.,Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA,2014-006B,39509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athenoxat-1 ((Athene Noctua Experimental Satellite) ,NR,Singapore,Microspace Rapid Pvt Ltd.,Commercial,Technology Development,,LEO,Equatorial,0,532,550,1.30E-03,14.98,95.46,6,,,###############################################################################################################################################################################################################################################################,,Microspace Rapid Pvt Ltd.,Singapore,Satish Dhawan Space Center,PSLV-C29,2015-077C,41168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurora  (Tabletsat-2U-EO),Russia,Russia,Sputnix Ltd.,Commercial,Technology Development,,LEO,Sun-Synchronous,0,583,618,2.51E-03,97.99,96.7,25,,,###############################################################################################################################################################################################################################################################,1 yr.,Sputnix Ltd.,Russia,Dombarovsky Air Base,Dnepr,2014-033H,40017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AzerspaceAfricasat-1a (Azersat-1),Azerbaijan,Azerbaijan,Ministry of Communications and Information Technologies,Government,Communications,,GEO,,46.00,"35,778","35,794",1.90E-04,0.04,1436.08,"3,250","1,438",,9/28/2644,15 yrs.,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2013-006B,39079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Badr 4 (Arabsat 4B),NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,26.02,"35,780","35,791",1.30E-04,0.07,1436.06,"3,304","1,487",,3/21/5136,15 yrs.,EADS Astrium,FranceUKGermanySpain,Baikonur Cosmodrome,Proton M,2006-051A,29526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Badr 5 (Arabsat 5B),NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,26.00,"35,834","35,883",5.80E-04,0.06,1439.76,"5,420",,,5/19/3630,15 yrs.,EADS Astrium,FranceUKGermanySpain,Baikonur Cosmodrome,Proton,2010-025A,36592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Badr 5A (Arabsat 5A),NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,30.50,"35,605","35,623",2.14E-04,0.03,1427.27,"4,940",,,,15 yrs.,EADS Astrium,FranceUKGermanySpain,Guiana Space Center,Ariane 5 ECA,2010-032B,36745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Badr 6 (Arabsat 4AR),NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,26.08,"35,768","35,805",4.39E-04,0.05,1436.1,"3,400",,"6,000",9/6/4013,15 yrs.,EADS Astrium,FranceUKGermanySpain,Guiana Space Center,Ariane 5 ECA,2008-034B,33154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Badr 7 (Arabsat 6B),NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,26.00,"35,768","35,817",5.81E-04,0.1,"1,436.00","5,500",,,,15 yrs.,Airbus Defense and Space,FranceUKGermanySpain,Guiana Space Center,Ariane 5,2015-065B,41029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
